Metro,datetime,term_Fire,term_Water Damage,term_Smoke,term_Wildfire,term_Flooding
Urban Honolulu,2015-07-01,80,0,19,1,0
Portland-Vancouver-Hillsboro,2015-07-01,83,1,13,0,3
Eugene,2015-07-01,85,2,10,0,3
Medford,2015-07-01,82,0,16,0,2
Seattle-Tacoma-Bellevue,2015-07-01,83,0,14,0,3
Spokane-Spokane Valley,2015-07-01,89,0,5,0,6
Anchorage,2015-07-01,84,2,12,0,2
Springfield,2015-08-01,81,0,19,0,0
Worcester,2015-08-01,81,1,16,1,1
Boston-Cambridge-Newton,2015-08-01,81,1,16,1,1
Providence-Warwick,2015-08-01,84,0,16,0,0
Manchester-Nashua,2015-08-01,81,1,16,1,1
Concord,2015-08-01,81,1,16,1,1
Portland-South Portland,2015-08-01,83,0,17,0,0
Lewiston-Auburn,2015-08-01,83,0,17,0,0
Bangor,2015-08-01,86,2,12,0,0
Augusta-Waterville,2015-08-01,78,1,19,0,2
Hartford-West Hartford-East Hartford,2015-08-01,80,1,18,0,1
Norwich-New London,2015-08-01,80,1,18,0,1
New Haven-Milford,2015-08-01,80,1,18,0,1
Bridgeport-Stamford-Norwalk,2015-08-01,80,1,18,0,1
Torrington,2015-08-01,80,1,18,0,1
New York-Newark-Jersey City,2015-08-01,82,1,17,0,0
Albany-Schenectady-Troy,2015-08-01,80,1,18,0,1
Kingston,2015-08-01,80,1,18,0,1
Syracuse,2015-08-01,86,0,14,0,0
Utica-Rome,2015-08-01,88,0,12,0,0
Watertown-Fort Drum,2015-08-01,72,0,28,0,0
Binghamton,2015-08-01,77,2,21,0,0
Batavia,2015-08-01,81,2,17,0,0
Buffalo-Cheektowaga-Niagara Falls,2015-08-01,74,2,22,1,1
Rochester,2015-08-01,81,2,17,0,0
Jamestown-Dunkirk-Fredonia,2015-08-01,75,0,25,0,0
Ithaca,2015-08-01,78,0,15,0,7
Pittsburgh,2015-08-01,82,0,16,1,1
Warren,2015-08-01,75,0,25,0,0
Erie,2015-08-01,75,0,25,0,0
Harrisburg-Carlisle,2015-08-01,82,0,17,1,0
Lancaster,2015-08-01,82,0,17,1,0
York-Hanover,2015-08-01,82,0,17,1,0
Williamsport,2015-08-01,89,1,9,0,1
Allentown-Bethlehem-Easton,2015-08-01,89,1,9,0,1
Philadelphia-Camden-Wilmington,2015-08-01,82,1,16,0,1
Washington-Arlington-Alexandria,2015-08-01,78,2,18,0,2
Baltimore-Columbia-Towson,2015-08-01,80,1,18,0,1
Charlottesville,2015-08-01,78,4,14,2,2
Richmond,2015-08-01,74,4,22,0,0
Virginia Beach-Norfolk-Newport News,2015-08-01,79,0,19,1,1
Wheeling,2015-08-01,80,6,14,0,0
Morgantown,2015-08-01,87,0,11,0,2
Raleigh,2015-08-01,81,1,16,1,1
Durham-Chapel Hill,2015-08-01,81,1,16,1,1
Charlotte-Concord-Gastonia,2015-08-01,73,3,23,0,1
ColumbiaSC,2015-08-01,79,1,19,0,1
Charleston-North Charleston,2015-08-01,71,11,17,1,0
Greenville-Anderson-Mauldin,2015-08-01,79,1,19,0,1
Atlanta-Sandy Springs-Roswell,2015-08-01,75,1,23,1,0
Athens-Clarke County,2015-08-01,83,0,16,1,0
Savannah,2015-08-01,81,2,17,0,0
Jacksonville,2015-08-01,80,5,12,2,1
Orlando-Kissimmee-Sanford,2015-08-01,74,6,20,0,0
Palm Bay-Melbourne-Titusville,2015-08-01,74,6,20,0,0
Miami-Fort Lauderdale-West Palm Beach,2015-08-01,72,4,22,1,1
Tampa-St. Petersburg-Clearwater,2015-08-01,63,22,14,1,0
Cape Coral-Fort Myers,2015-08-01,79,3,18,0,0
North Port-Sarasota-Bradenton,2015-08-01,63,22,14,1,0
Clarksville,2015-08-01,77,2,20,0,1
Nashville-Davidson--Murfreesboro--Franklin,2015-08-01,77,2,20,0,1
Memphis,2015-08-01,88,0,12,0,0
Lexington-Fayette,2015-08-01,73,0,23,2,2
Columbus,2015-08-01,83,1,15,0,1
Cleveland-Elyria,2015-08-01,79,0,19,1,1
Canton-Massillon,2015-08-01,79,0,19,1,1
Cincinnati,2015-08-01,77,1,20,1,1
Dayton,2015-08-01,77,0,21,0,2
Findlay,2015-08-01,67,11,22,0,0
Indianapolis-Carmel-Anderson,2015-08-01,82,0,16,1,1
Chicago-Naperville-Elgin,2015-08-01,76,1,18,0,5
Bloomington,2015-08-01,82,0,16,1,1
Detroit-Warren-Dearborn,2015-08-01,75,1,22,1,1
Dubuque,2015-08-01,77,0,22,1,0
Milwaukee-Waukesha-West Allis,2015-08-01,80,0,17,1,2
Racine,2015-08-01,80,0,17,1,2
Madison,2015-08-01,75,0,24,0,1
Manitowoc,2015-08-01,81,0,17,0,2
La Crosse-Onalaska,2015-08-01,77,0,20,0,3
Oshkosh-Neenah,2015-08-01,81,0,17,0,2
Minneapolis-St. Paul-Bloomington,2015-08-01,77,1,19,0,3
Fargo,2015-08-01,78,1,21,0,0
Helena,2015-08-01,77,0,18,0,5
Bozeman,2015-08-01,67,0,22,0,11
Missoula,2015-08-01,70,0,22,0,8
Kalispell,2015-08-01,70,0,22,0,8
Rockford,2015-08-01,79,0,19,0,2
St. Louis,2015-08-01,77,1,20,1,1
Kansas City,2015-08-01,81,1,16,1,1
Joplin,2015-08-01,83,3,11,3,0
ColumbiaMO,2015-08-01,85,0,15,0,0
Manhattan,2015-08-01,78,2,18,0,2
Topeka,2015-08-01,78,2,18,0,2
Wichita,2015-08-01,76,3,21,0,0
Little Rock-North Little Rock-Conway,2015-08-01,74,2,22,0,2
Fayetteville-Springdale-Rogers,2015-08-01,73,1,24,1,1
Oklahoma City,2015-08-01,77,1,21,1,0
Dallas-Fort Worth-Arlington,2015-08-01,74,1,23,0,2
Tyler,2015-08-01,83,0,16,0,1
Killeen-Temple,2015-08-01,74,2,22,0,2
Houston-The Woodlands-Sugar Land,2015-08-01,75,2,22,0,1
College Station-Bryan,2015-08-01,74,2,22,0,2
San Antonio-New Braunfels,2015-08-01,73,1,25,0,1
Brownsville-Harlingen,2015-08-01,79,0,19,0,2
Austin-Round Rock,2015-08-01,81,0,17,0,2
El Paso,2015-08-01,89,0,5,1,5
Denver-Aurora-Lakewood,2015-08-01,73,1,21,0,5
Boulder,2015-08-01,73,1,21,0,5
Colorado Springs,2015-08-01,79,5,13,0,3
Salt Lake City,2015-08-01,78,1,17,1,3
Ogden-Clearfield,2015-08-01,78,1,17,1,3
Phoenix-Mesa-Scottsdale,2015-08-01,79,0,17,1,3
Tucson,2015-08-01,81,0,16,0,3
Prescott,2015-08-01,79,0,17,1,3
Albuquerque,2015-08-01,80,2,17,0,1
Las Vegas-Henderson-Paradise,2015-08-01,73,1,24,0,2
Reno,2015-08-01,80,0,16,0,4
Los Angeles-Long Beach-Anaheim,2015-08-01,82,0,16,0,2
Riverside-San Bernardino-Ontario,2015-08-01,82,0,16,0,2
San Diego-Carlsbad,2015-08-01,84,0,14,0,2
Oxnard-Thousand Oaks-Ventura,2015-08-01,82,0,16,0,2
Bakersfield,2015-08-01,89,0,8,0,3
Salinas,2015-08-01,86,0,14,0,0
San Francisco-Oakland-Hayward,2015-08-01,84,0,13,1,2
San Jose-Sunnyvale-Santa Clara,2015-08-01,84,0,13,1,2
Stockton-Lodi,2015-08-01,86,0,12,0,2
Sacramento--Roseville--Arden-Arcade,2015-08-01,86,0,12,0,2
Chico,2015-08-01,86,0,10,0,4
Urban Honolulu,2015-08-01,82,3,14,1,0
Portland-Vancouver-Hillsboro,2015-08-01,79,0,15,0,6
Eugene,2015-08-01,81,0,15,0,4
Medford,2015-08-01,79,0,15,0,6
Seattle-Tacoma-Bellevue,2015-08-01,79,0,14,0,7
Spokane-Spokane Valley,2015-08-01,81,0,11,0,8
Anchorage,2015-08-01,75,3,18,1,3
Springfield,2015-09-01,81,3,15,0,1
Worcester,2015-09-01,81,2,17,0,0
Boston-Cambridge-Newton,2015-09-01,81,2,17,0,0
Providence-Warwick,2015-09-01,84,1,15,0,0
Manchester-Nashua,2015-09-01,81,2,17,0,0
Concord,2015-09-01,81,2,17,0,0
Portland-South Portland,2015-09-01,81,9,10,0,0
Lewiston-Auburn,2015-09-01,81,9,10,0,0
Bangor,2015-09-01,76,12,11,0,1
Augusta-Waterville,2015-09-01,79,1,20,0,0
Hartford-West Hartford-East Hartford,2015-09-01,79,2,18,1,0
Norwich-New London,2015-09-01,79,2,18,1,0
New Haven-Milford,2015-09-01,79,2,18,1,0
Bridgeport-Stamford-Norwalk,2015-09-01,79,2,18,1,0
Torrington,2015-09-01,79,2,18,1,0
New York-Newark-Jersey City,2015-09-01,81,1,17,0,1
Albany-Schenectady-Troy,2015-09-01,85,0,13,1,1
Kingston,2015-09-01,85,0,13,1,1
Syracuse,2015-09-01,79,2,18,1,0
Utica-Rome,2015-09-01,86,5,9,0,0
Watertown-Fort Drum,2015-09-01,75,0,25,0,0
Binghamton,2015-09-01,81,7,10,2,0
Batavia,2015-09-01,81,1,18,0,0
Buffalo-Cheektowaga-Niagara Falls,2015-09-01,84,0,16,0,0
Rochester,2015-09-01,81,1,18,0,0
Jamestown-Dunkirk-Fredonia,2015-09-01,78,1,20,0,1
Ithaca,2015-09-01,87,0,13,0,0
Pittsburgh,2015-09-01,80,2,17,1,0
Warren,2015-09-01,78,1,20,0,1
Erie,2015-09-01,78,1,20,0,1
Harrisburg-Carlisle,2015-09-01,81,2,17,0,0
Lancaster,2015-09-01,81,2,17,0,0
York-Hanover,2015-09-01,81,2,17,0,0
Williamsport,2015-09-01,86,1,12,1,0
Allentown-Bethlehem-Easton,2015-09-01,86,1,12,1,0
Philadelphia-Camden-Wilmington,2015-09-01,83,2,15,0,0
Washington-Arlington-Alexandria,2015-09-01,79,3,16,1,1
Baltimore-Columbia-Towson,2015-09-01,85,2,12,0,1
Charlottesville,2015-09-01,71,4,21,2,2
Richmond,2015-09-01,81,6,13,0,0
Virginia Beach-Norfolk-Newport News,2015-09-01,80,4,16,0,0
Wheeling,2015-09-01,74,13,13,0,0
Morgantown,2015-09-01,81,0,17,0,2
Raleigh,2015-09-01,78,3,17,1,1
Durham-Chapel Hill,2015-09-01,78,3,17,1,1
Charlotte-Concord-Gastonia,2015-09-01,78,3,19,0,0
ColumbiaSC,2015-09-01,75,4,20,0,1
Charleston-North Charleston,2015-09-01,74,9,16,1,0
Greenville-Anderson-Mauldin,2015-09-01,74,3,22,0,1
Atlanta-Sandy Springs-Roswell,2015-09-01,76,2,22,0,0
Athens-Clarke County,2015-09-01,82,3,15,0,0
Savannah,2015-09-01,75,3,22,0,0
Jacksonville,2015-09-01,81,0,19,0,0
Orlando-Kissimmee-Sanford,2015-09-01,76,2,22,0,0
Palm Bay-Melbourne-Titusville,2015-09-01,76,2,22,0,0
Miami-Fort Lauderdale-West Palm Beach,2015-09-01,80,2,18,0,0
Tampa-St. Petersburg-Clearwater,2015-09-01,79,2,18,1,0
Cape Coral-Fort Myers,2015-09-01,87,0,13,0,0
North Port-Sarasota-Bradenton,2015-09-01,79,2,18,1,0
Clarksville,2015-09-01,80,0,19,0,1
Nashville-Davidson--Murfreesboro--Franklin,2015-09-01,80,0,19,0,1
Memphis,2015-09-01,82,2,14,1,1
Lexington-Fayette,2015-09-01,75,1,24,0,0
Columbus,2015-09-01,81,1,17,0,1
Cleveland-Elyria,2015-09-01,82,1,16,0,1
Canton-Massillon,2015-09-01,82,1,16,0,1
Cincinnati,2015-09-01,81,2,16,0,1
Dayton,2015-09-01,78,0,21,0,1
Findlay,2015-09-01,82,0,18,0,0
Indianapolis-Carmel-Anderson,2015-09-01,82,1,17,0,0
Chicago-Naperville-Elgin,2015-09-01,77,2,18,0,3
Bloomington,2015-09-01,82,1,17,0,0
Detroit-Warren-Dearborn,2015-09-01,80,1,18,0,1
Dubuque,2015-09-01,84,2,13,0,1
Milwaukee-Waukesha-West Allis,2015-09-01,78,2,19,0,1
Racine,2015-09-01,78,2,19,0,1
Madison,2015-09-01,80,2,18,0,0
Manitowoc,2015-09-01,77,1,18,2,2
La Crosse-Onalaska,2015-09-01,75,6,17,1,1
Oshkosh-Neenah,2015-09-01,77,1,18,2,2
Minneapolis-St. Paul-Bloomington,2015-09-01,82,1,16,0,1
Fargo,2015-09-01,88,0,11,0,1
Helena,2015-09-01,86,0,14,0,0
Bozeman,2015-09-01,88,0,10,0,2
Missoula,2015-09-01,78,0,17,1,4
Kalispell,2015-09-01,78,0,17,1,4
Rockford,2015-09-01,81,1,13,5,0
St. Louis,2015-09-01,76,1,22,1,0
Kansas City,2015-09-01,82,1,16,1,0
Joplin,2015-09-01,79,2,17,0,2
ColumbiaMO,2015-09-01,84,0,12,1,3
Manhattan,2015-09-01,80,1,13,3,3
Topeka,2015-09-01,80,1,13,3,3
Wichita,2015-09-01,77,1,19,1,2
Little Rock-North Little Rock-Conway,2015-09-01,75,2,23,0,0
Fayetteville-Springdale-Rogers,2015-09-01,81,0,18,1,0
Oklahoma City,2015-09-01,79,1,19,0,1
Dallas-Fort Worth-Arlington,2015-09-01,76,1,22,1,0
Tyler,2015-09-01,80,1,18,0,1
Killeen-Temple,2015-09-01,80,2,17,0,1
Houston-The Woodlands-Sugar Land,2015-09-01,75,2,22,0,1
College Station-Bryan,2015-09-01,80,2,17,0,1
San Antonio-New Braunfels,2015-09-01,70,2,27,0,1
Brownsville-Harlingen,2015-09-01,83,1,14,2,0
Austin-Round Rock,2015-09-01,77,1,20,0,2
El Paso,2015-09-01,75,0,23,1,1
Denver-Aurora-Lakewood,2015-09-01,80,1,17,0,2
Boulder,2015-09-01,80,1,17,0,2
Colorado Springs,2015-09-01,77,2,19,0,2
Salt Lake City,2015-09-01,80,4,14,0,2
Ogden-Clearfield,2015-09-01,80,4,14,0,2
Phoenix-Mesa-Scottsdale,2015-09-01,78,2,19,0,1
Tucson,2015-09-01,78,2,18,2,0
Prescott,2015-09-01,78,2,19,0,1
Albuquerque,2015-09-01,82,2,14,1,1
Las Vegas-Henderson-Paradise,2015-09-01,76,2,20,1,1
Reno,2015-09-01,85,0,14,0,1
Los Angeles-Long Beach-Anaheim,2015-09-01,82,1,16,0,1
Riverside-San Bernardino-Ontario,2015-09-01,82,1,16,0,1
San Diego-Carlsbad,2015-09-01,82,1,15,1,1
Oxnard-Thousand Oaks-Ventura,2015-09-01,82,1,16,0,1
Bakersfield,2015-09-01,83,1,14,0,2
Salinas,2015-09-01,92,0,6,0,2
San Francisco-Oakland-Hayward,2015-09-01,88,1,9,1,1
San Jose-Sunnyvale-Santa Clara,2015-09-01,88,1,9,1,1
Stockton-Lodi,2015-09-01,91,0,8,0,1
Sacramento--Roseville--Arden-Arcade,2015-09-01,91,0,8,0,1
Chico,2015-09-01,88,1,9,0,2
Urban Honolulu,2015-09-01,76,4,19,1,0
Portland-Vancouver-Hillsboro,2015-09-01,83,1,14,0,2
Eugene,2015-09-01,86,0,11,0,3
Medford,2015-09-01,87,0,11,0,2
Seattle-Tacoma-Bellevue,2015-09-01,80,1,17,0,2
Spokane-Spokane Valley,2015-09-01,82,0,13,0,5
Anchorage,2015-09-01,76,4,15,0,5
Springfield,2015-10-01,77,8,15,0,0
Worcester,2015-10-01,77,6,17,0,0
Boston-Cambridge-Newton,2015-10-01,77,6,17,0,0
Providence-Warwick,2015-10-01,81,5,14,0,0
Manchester-Nashua,2015-10-01,77,6,17,0,0
Concord,2015-10-01,77,6,17,0,0
Portland-South Portland,2015-10-01,72,10,18,0,0
Lewiston-Auburn,2015-10-01,72,10,18,0,0
Bangor,2015-10-01,75,12,13,0,0
Augusta-Waterville,2015-10-01,51,40,8,1,0
Hartford-West Hartford-East Hartford,2015-10-01,79,8,13,0,0
Norwich-New London,2015-10-01,79,8,13,0,0
New Haven-Milford,2015-10-01,79,8,13,0,0
Bridgeport-Stamford-Norwalk,2015-10-01,79,8,13,0,0
Torrington,2015-10-01,79,8,13,0,0
New York-Newark-Jersey City,2015-10-01,77,7,16,0,0
Albany-Schenectady-Troy,2015-10-01,74,8,18,0,0
Kingston,2015-10-01,74,8,18,0,0
Syracuse,2015-10-01,73,6,21,0,0
Utica-Rome,2015-10-01,70,12,18,0,0
Watertown-Fort Drum,2015-10-01,71,3,26,0,0
Binghamton,2015-10-01,85,9,6,0,0
Batavia,2015-10-01,77,9,13,1,0
Buffalo-Cheektowaga-Niagara Falls,2015-10-01,78,6,16,0,0
Rochester,2015-10-01,77,9,13,1,0
Jamestown-Dunkirk-Fredonia,2015-10-01,79,9,12,0,0
Ithaca,2015-10-01,76,12,12,0,0
Pittsburgh,2015-10-01,75,9,15,0,1
Warren,2015-10-01,79,9,12,0,0
Erie,2015-10-01,79,9,12,0,0
Harrisburg-Carlisle,2015-10-01,76,10,14,0,0
Lancaster,2015-10-01,76,10,14,0,0
York-Hanover,2015-10-01,76,10,14,0,0
Williamsport,2015-10-01,77,10,13,0,0
Allentown-Bethlehem-Easton,2015-10-01,77,10,13,0,0
Philadelphia-Camden-Wilmington,2015-10-01,78,8,14,0,0
Washington-Arlington-Alexandria,2015-10-01,72,11,16,1,0
Baltimore-Columbia-Towson,2015-10-01,74,12,14,0,0
Charlottesville,2015-10-01,66,17,15,1,1
Richmond,2015-10-01,69,18,11,1,1
Virginia Beach-Norfolk-Newport News,2015-10-01,68,17,15,0,0
Wheeling,2015-10-01,66,7,24,0,3
Morgantown,2015-10-01,72,10,18,0,0
Raleigh,2015-10-01,65,19,16,0,0
Durham-Chapel Hill,2015-10-01,65,19,16,0,0
Charlotte-Concord-Gastonia,2015-10-01,57,23,19,1,0
ColumbiaSC,2015-10-01,33,58,8,1,0
Charleston-North Charleston,2015-10-01,39,52,8,1,0
Greenville-Anderson-Mauldin,2015-10-01,58,28,13,1,0
Atlanta-Sandy Springs-Roswell,2015-10-01,68,12,20,0,0
Athens-Clarke County,2015-10-01,78,11,10,1,0
Savannah,2015-10-01,52,32,16,0,0
Jacksonville,2015-10-01,71,9,20,0,0
Orlando-Kissimmee-Sanford,2015-10-01,73,8,19,0,0
Palm Bay-Melbourne-Titusville,2015-10-01,73,8,19,0,0
Miami-Fort Lauderdale-West Palm Beach,2015-10-01,74,7,19,0,0
Tampa-St. Petersburg-Clearwater,2015-10-01,74,10,15,1,0
Cape Coral-Fort Myers,2015-10-01,67,8,24,1,0
North Port-Sarasota-Bradenton,2015-10-01,74,10,15,1,0
Clarksville,2015-10-01,75,6,19,0,0
Nashville-Davidson--Murfreesboro--Franklin,2015-10-01,75,6,19,0,0
Memphis,2015-10-01,73,8,18,0,1
Lexington-Fayette,2015-10-01,80,6,14,0,0
Columbus,2015-10-01,78,7,15,0,0
Cleveland-Elyria,2015-10-01,76,8,15,1,0
Canton-Massillon,2015-10-01,76,8,15,1,0
Cincinnati,2015-10-01,75,12,12,0,1
Dayton,2015-10-01,78,6,15,0,1
Findlay,2015-10-01,65,21,14,0,0
Indianapolis-Carmel-Anderson,2015-10-01,78,7,14,1,0
Chicago-Naperville-Elgin,2015-10-01,76,4,17,0,3
Bloomington,2015-10-01,78,7,14,1,0
Detroit-Warren-Dearborn,2015-10-01,72,5,22,0,1
Dubuque,2015-10-01,72,7,21,0,0
Milwaukee-Waukesha-West Allis,2015-10-01,80,4,16,0,0
Racine,2015-10-01,80,4,16,0,0
Madison,2015-10-01,82,4,14,0,0
Manitowoc,2015-10-01,75,9,16,0,0
La Crosse-Onalaska,2015-10-01,75,10,15,0,0
Oshkosh-Neenah,2015-10-01,75,9,16,0,0
Minneapolis-St. Paul-Bloomington,2015-10-01,78,5,16,0,1
Fargo,2015-10-01,76,4,19,0,1
Helena,2015-10-01,80,0,10,0,10
Bozeman,2015-10-01,78,8,12,0,2
Missoula,2015-10-01,79,5,16,0,0
Kalispell,2015-10-01,79,5,16,0,0
Rockford,2015-10-01,75,10,15,0,0
St. Louis,2015-10-01,78,5,17,0,0
Kansas City,2015-10-01,80,3,16,1,0
Joplin,2015-10-01,79,4,17,0,0
ColumbiaMO,2015-10-01,81,4,15,0,0
Manhattan,2015-10-01,81,0,19,0,0
Topeka,2015-10-01,81,0,19,0,0
Wichita,2015-10-01,79,9,12,0,0
Little Rock-North Little Rock-Conway,2015-10-01,76,6,18,0,0
Fayetteville-Springdale-Rogers,2015-10-01,72,10,17,0,1
Oklahoma City,2015-10-01,77,7,16,0,0
Dallas-Fort Worth-Arlington,2015-10-01,71,9,20,0,0
Tyler,2015-10-01,74,10,14,1,1
Killeen-Temple,2015-10-01,70,14,13,2,1
Houston-The Woodlands-Sugar Land,2015-10-01,71,11,17,0,1
College Station-Bryan,2015-10-01,70,14,13,2,1
San Antonio-New Braunfels,2015-10-01,69,11,19,0,1
Brownsville-Harlingen,2015-10-01,71,9,18,2,0
Austin-Round Rock,2015-10-01,76,12,10,0,2
El Paso,2015-10-01,71,3,23,0,3
Denver-Aurora-Lakewood,2015-10-01,77,6,16,0,1
Boulder,2015-10-01,77,6,16,0,1
Colorado Springs,2015-10-01,73,7,20,0,0
Salt Lake City,2015-10-01,72,5,22,1,0
Ogden-Clearfield,2015-10-01,72,5,22,1,0
Phoenix-Mesa-Scottsdale,2015-10-01,71,5,23,0,1
Tucson,2015-10-01,69,5,24,1,1
Prescott,2015-10-01,71,5,23,0,1
Albuquerque,2015-10-01,78,5,17,0,0
Las Vegas-Henderson-Paradise,2015-10-01,68,7,23,2,0
Reno,2015-10-01,80,5,14,0,1
Los Angeles-Long Beach-Anaheim,2015-10-01,75,4,21,0,0
Riverside-San Bernardino-Ontario,2015-10-01,75,4,21,0,0
San Diego-Carlsbad,2015-10-01,77,3,16,4,0
Oxnard-Thousand Oaks-Ventura,2015-10-01,75,4,21,0,0
Bakersfield,2015-10-01,77,4,19,0,0
Salinas,2015-10-01,78,6,12,0,4
San Francisco-Oakland-Hayward,2015-10-01,75,5,19,1,0
San Jose-Sunnyvale-Santa Clara,2015-10-01,75,5,19,1,0
Stockton-Lodi,2015-10-01,75,5,20,0,0
Sacramento--Roseville--Arden-Arcade,2015-10-01,75,5,20,0,0
Chico,2015-10-01,77,1,21,0,1
Urban Honolulu,2015-10-01,78,4,18,0,0
Portland-Vancouver-Hillsboro,2015-10-01,74,5,19,1,1
Eugene,2015-10-01,75,5,19,0,1
Medford,2015-10-01,82,1,16,0,1
Seattle-Tacoma-Bellevue,2015-10-01,75,7,18,0,0
Spokane-Spokane Valley,2015-10-01,75,3,20,0,2
Anchorage,2015-10-01,83,3,12,0,2
Springfield,2015-11-01,79,0,21,0,0
Worcester,2015-11-01,84,0,15,1,0
Boston-Cambridge-Newton,2015-11-01,84,0,15,1,0
Providence-Warwick,2015-11-01,86,0,14,0,0
Manchester-Nashua,2015-11-01,84,0,15,1,0
Concord,2015-11-01,84,0,15,1,0
Portland-South Portland,2015-11-01,78,0,22,0,0
Lewiston-Auburn,2015-11-01,78,0,22,0,0
Bangor,2015-11-01,83,0,17,0,0
Augusta-Waterville,2015-11-01,82,2,16,0,0
Hartford-West Hartford-East Hartford,2015-11-01,85,0,15,0,0
Norwich-New London,2015-11-01,85,0,15,0,0
New Haven-Milford,2015-11-01,85,0,15,0,0
Bridgeport-Stamford-Norwalk,2015-11-01,85,0,15,0,0
Torrington,2015-11-01,85,0,15,0,0
New York-Newark-Jersey City,2015-11-01,82,0,18,0,0
Albany-Schenectady-Troy,2015-11-01,81,0,19,0,0
Kingston,2015-11-01,81,0,19,0,0
Syracuse,2015-11-01,84,0,16,0,0
Utica-Rome,2015-11-01,89,0,9,0,2
Watertown-Fort Drum,2015-11-01,81,0,16,0,3
Binghamton,2015-11-01,73,0,24,1,2
Batavia,2015-11-01,79,0,21,0,0
Buffalo-Cheektowaga-Niagara Falls,2015-11-01,82,1,16,0,1
Rochester,2015-11-01,79,0,21,0,0
Jamestown-Dunkirk-Fredonia,2015-11-01,79,0,19,0,2
Ithaca,2015-11-01,81,0,19,0,0
Pittsburgh,2015-11-01,84,0,15,0,1
Warren,2015-11-01,79,0,19,0,2
Erie,2015-11-01,79,0,19,0,2
Harrisburg-Carlisle,2015-11-01,84,1,14,0,1
Lancaster,2015-11-01,84,1,14,0,1
York-Hanover,2015-11-01,84,1,14,0,1
Williamsport,2015-11-01,84,0,14,1,1
Allentown-Bethlehem-Easton,2015-11-01,84,0,14,1,1
Philadelphia-Camden-Wilmington,2015-11-01,83,0,16,1,0
Washington-Arlington-Alexandria,2015-11-01,82,1,16,0,1
Baltimore-Columbia-Towson,2015-11-01,79,2,19,0,0
Charlottesville,2015-11-01,83,1,15,1,0
Richmond,2015-11-01,81,0,18,0,1
Virginia Beach-Norfolk-Newport News,2015-11-01,80,0,20,0,0
Wheeling,2015-11-01,92,0,8,0,0
Morgantown,2015-11-01,84,0,16,0,0
Raleigh,2015-11-01,80,2,18,0,0
Durham-Chapel Hill,2015-11-01,80,2,18,0,0
Charlotte-Concord-Gastonia,2015-11-01,79,0,20,1,0
ColumbiaSC,2015-11-01,72,2,23,3,0
Charleston-North Charleston,2015-11-01,68,12,20,0,0
Greenville-Anderson-Mauldin,2015-11-01,80,2,18,0,0
Atlanta-Sandy Springs-Roswell,2015-11-01,75,2,23,0,0
Athens-Clarke County,2015-11-01,77,1,22,0,0
Savannah,2015-11-01,81,3,15,1,0
Jacksonville,2015-11-01,79,3,18,0,0
Orlando-Kissimmee-Sanford,2015-11-01,79,2,19,0,0
Palm Bay-Melbourne-Titusville,2015-11-01,79,2,19,0,0
Miami-Fort Lauderdale-West Palm Beach,2015-11-01,77,1,22,0,0
Tampa-St. Petersburg-Clearwater,2015-11-01,77,1,21,1,0
Cape Coral-Fort Myers,2015-11-01,81,1,18,0,0
North Port-Sarasota-Bradenton,2015-11-01,77,1,21,1,0
Clarksville,2015-11-01,73,1,25,0,1
Nashville-Davidson--Murfreesboro--Franklin,2015-11-01,73,1,25,0,1
Memphis,2015-11-01,82,0,18,0,0
Lexington-Fayette,2015-11-01,82,0,17,1,0
Columbus,2015-11-01,80,0,20,0,0
Cleveland-Elyria,2015-11-01,86,1,13,0,0
Canton-Massillon,2015-11-01,86,1,13,0,0
Cincinnati,2015-11-01,80,0,20,0,0
Dayton,2015-11-01,86,0,14,0,0
Findlay,2015-11-01,85,0,15,0,0
Indianapolis-Carmel-Anderson,2015-11-01,78,1,21,0,0
Chicago-Naperville-Elgin,2015-11-01,78,0,19,0,3
Bloomington,2015-11-01,78,1,21,0,0
Detroit-Warren-Dearborn,2015-11-01,75,0,23,1,1
Dubuque,2015-11-01,85,2,13,0,0
Milwaukee-Waukesha-West Allis,2015-11-01,81,1,18,0,0
Racine,2015-11-01,81,1,18,0,0
Madison,2015-11-01,78,1,20,0,1
Manitowoc,2015-11-01,87,1,11,1,0
La Crosse-Onalaska,2015-11-01,79,1,19,0,1
Oshkosh-Neenah,2015-11-01,87,1,11,1,0
Minneapolis-St. Paul-Bloomington,2015-11-01,77,0,21,0,2
Fargo,2015-11-01,81,0,18,1,0
Helena,2015-11-01,74,0,26,0,0
Bozeman,2015-11-01,90,3,7,0,0
Missoula,2015-11-01,71,1,25,1,2
Kalispell,2015-11-01,71,1,25,1,2
Rockford,2015-11-01,85,3,10,1,1
St. Louis,2015-11-01,78,1,21,0,0
Kansas City,2015-11-01,81,1,16,1,1
Joplin,2015-11-01,80,2,18,0,0
ColumbiaMO,2015-11-01,84,0,16,0,0
Manhattan,2015-11-01,82,0,17,0,1
Topeka,2015-11-01,82,0,17,0,1
Wichita,2015-11-01,78,1,21,0,0
Little Rock-North Little Rock-Conway,2015-11-01,74,0,25,1,0
Fayetteville-Springdale-Rogers,2015-11-01,79,2,18,0,1
Oklahoma City,2015-11-01,79,0,21,0,0
Dallas-Fort Worth-Arlington,2015-11-01,74,3,23,0,0
Tyler,2015-11-01,79,5,16,0,0
Killeen-Temple,2015-11-01,71,4,25,0,0
