Metro,datetime,isPartial,apartment for rent,studio for rent,1 bedroom for rent,3 bedroom for rent,starbucks,rel_pop_apartment for rent,rel_pop_studio for rent,rel_pop_1 bedroom for rent,rel_pop_3 bedroom for rent,rel_pop_starbucks
Oxnard-Thousand Oaks-Ventura,2015-03-01,False,66.66666666666667,33.333333333333336,100.0,100.0,57.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2015-04-01,False,66.66666666666667,33.333333333333336,100.0,100.0,57.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2015-05-01,False,50.0,66.66666666666667,0.0,0.0,61.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2015-06-01,False,66.66666666666667,66.66666666666667,100.0,0.0,59.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2015-07-01,False,83.33333333333333,66.66666666666667,100.0,100.0,61.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2015-08-01,False,83.33333333333333,66.66666666666667,100.0,0.0,59.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2015-09-01,False,66.66666666666667,66.66666666666667,0.0,0.0,63.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2015-10-01,False,66.66666666666667,33.333333333333336,100.0,0.0,57.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2015-11-01,False,50.0,33.333333333333336,0.0,0.0,85.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2015-12-01,False,50.0,33.333333333333336,100.0,0.0,83.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2016-01-01,False,83.33333333333333,66.66666666666667,100.0,100.0,68.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2016-02-01,False,83.33333333333333,66.66666666666667,100.0,100.0,61.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2016-03-01,False,83.33333333333333,66.66666666666667,100.0,100.0,62.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2016-04-01,False,83.33333333333333,33.333333333333336,100.0,100.0,63.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2016-05-01,False,66.66666666666667,66.66666666666667,100.0,100.0,70.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2016-06-01,False,83.33333333333333,66.66666666666667,100.0,100.0,75.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2016-07-01,False,83.33333333333333,66.66666666666667,100.0,100.0,72.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2016-08-01,False,83.33333333333333,66.66666666666667,100.0,100.0,65.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2016-09-01,False,83.33333333333333,66.66666666666667,100.0,0.0,68.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2016-10-01,False,66.66666666666667,66.66666666666667,100.0,100.0,60.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2016-11-01,False,66.66666666666667,33.333333333333336,100.0,0.0,73.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2016-12-01,False,66.66666666666667,33.333333333333336,100.0,0.0,88.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2017-01-01,False,66.66666666666667,66.66666666666667,100.0,100.0,69.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2017-02-01,False,66.66666666666667,66.66666666666667,100.0,100.0,63.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2017-03-01,False,66.66666666666667,66.66666666666667,100.0,100.0,68.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2017-04-01,False,83.33333333333333,66.66666666666667,100.0,100.0,84.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2017-05-01,False,83.33333333333333,66.66666666666667,100.0,100.0,80.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2017-06-01,False,66.66666666666667,66.66666666666667,100.0,100.0,71.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2017-07-01,False,100.0,66.66666666666667,100.0,100.0,73.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2017-08-01,False,66.66666666666667,66.66666666666667,100.0,100.0,70.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2017-09-01,False,66.66666666666667,33.333333333333336,100.0,100.0,67.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2017-10-01,False,66.66666666666667,66.66666666666667,100.0,0.0,62.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2017-11-01,False,66.66666666666667,66.66666666666667,100.0,0.0,73.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2017-12-01,False,50.0,33.333333333333336,100.0,100.0,94.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2018-01-01,False,83.33333333333333,66.66666666666667,100.0,100.0,72.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2018-02-01,False,83.33333333333333,66.66666666666667,100.0,100.0,61.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2018-03-01,False,83.33333333333333,66.66666666666667,100.0,100.0,68.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2018-04-01,False,66.66666666666667,66.66666666666667,100.0,0.0,80.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2018-05-01,False,83.33333333333333,66.66666666666667,100.0,0.0,76.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2018-06-01,False,83.33333333333333,66.66666666666667,100.0,100.0,76.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2018-07-01,False,83.33333333333333,66.66666666666667,100.0,100.0,77.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2018-08-01,False,83.33333333333333,66.66666666666667,100.0,100.0,78.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2018-09-01,False,83.33333333333333,66.66666666666667,100.0,100.0,78.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2018-10-01,False,50.0,66.66666666666667,100.0,100.0,67.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2018-11-01,False,50.0,66.66666666666667,100.0,100.0,83.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2018-12-01,False,66.66666666666667,66.66666666666667,100.0,100.0,94.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2019-01-01,False,83.33333333333333,100.0,100.0,100.0,73.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2019-02-01,False,66.66666666666667,66.66666666666667,100.0,100.0,70.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2019-03-01,False,83.33333333333333,66.66666666666667,100.0,100.0,74.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2019-04-01,False,83.33333333333333,100.0,100.0,100.0,75.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2019-05-01,False,83.33333333333333,66.66666666666667,100.0,100.0,93.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2019-06-01,False,83.33333333333333,66.66666666666667,100.0,100.0,81.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2019-07-01,False,83.33333333333333,100.0,100.0,100.0,83.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2019-08-01,False,83.33333333333333,66.66666666666667,100.0,100.0,87.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2019-09-01,False,66.66666666666667,66.66666666666667,100.0,100.0,85.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2019-10-01,False,83.33333333333333,66.66666666666667,100.0,100.0,75.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2019-11-01,False,66.66666666666667,66.66666666666667,100.0,100.0,97.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2019-12-01,False,66.66666666666667,66.66666666666667,100.0,0.0,100.0,6.0,3.0,1.0,1.0,100.0
Oxnard-Thousand Oaks-Ventura,2020-01-01,False,83.33333333333333,66.66666666666667,100.0,100.0,85.0,6.0,3.0,1.0,1.0,100.0
Bakersfield,2014-01-01,False,0.0,0.0,0.0,0.0,47.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2014-02-01,False,40.0,0.0,66.66666666666667,66.66666666666667,33.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2014-03-01,False,40.0,50.0,0.0,66.66666666666667,33.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2014-04-01,False,0.0,0.0,0.0,0.0,38.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2014-05-01,False,40.0,0.0,0.0,0.0,53.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2014-06-01,False,40.0,0.0,0.0,0.0,40.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2014-07-01,False,40.0,0.0,0.0,66.66666666666667,51.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2014-08-01,False,40.0,50.0,0.0,66.66666666666667,51.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2014-09-01,False,80.0,0.0,66.66666666666667,66.66666666666667,39.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2014-10-01,False,40.0,0.0,66.66666666666667,0.0,36.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2014-11-01,False,80.0,0.0,66.66666666666667,0.0,32.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2014-12-01,False,40.0,0.0,0.0,0.0,65.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2015-01-01,False,100.0,50.0,0.0,0.0,38.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2015-02-01,False,100.0,100.0,0.0,0.0,18.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2015-03-01,False,40.0,0.0,0.0,0.0,42.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2015-04-01,False,40.0,50.0,0.0,0.0,45.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2015-05-01,False,60.0,0.0,0.0,0.0,45.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2015-06-01,False,80.0,0.0,0.0,0.0,52.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2015-07-01,False,100.0,0.0,66.66666666666667,0.0,48.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2015-08-01,False,40.0,50.0,0.0,0.0,55.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2015-09-01,False,60.0,50.0,0.0,0.0,52.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2015-10-01,False,100.0,0.0,0.0,66.66666666666667,33.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2015-11-01,False,40.0,0.0,0.0,0.0,71.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2015-12-01,False,60.0,50.0,66.66666666666667,0.0,72.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2016-01-01,False,80.0,25.0,0.0,66.66666666666667,60.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2016-02-01,False,60.0,25.0,0.0,33.333333333333336,42.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2016-03-01,False,40.0,0.0,33.333333333333336,0.0,50.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2016-04-01,False,60.0,0.0,0.0,66.66666666666667,49.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2016-05-01,False,100.0,25.0,33.333333333333336,66.66666666666667,50.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2016-06-01,False,20.0,75.0,0.0,0.0,64.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2016-07-01,False,20.0,0.0,33.333333333333336,66.66666666666667,52.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2016-08-01,False,40.0,25.0,33.333333333333336,33.333333333333336,58.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2016-09-01,False,80.0,0.0,33.333333333333336,66.66666666666667,53.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2016-10-01,False,60.0,0.0,0.0,33.333333333333336,67.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2016-11-01,False,40.0,25.0,0.0,0.0,73.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2016-12-01,False,0.0,0.0,0.0,0.0,93.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2017-01-01,False,100.0,25.0,33.333333333333336,66.66666666666667,50.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2017-02-01,False,20.0,0.0,0.0,0.0,50.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2017-03-01,False,40.0,0.0,66.66666666666667,0.0,49.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2017-04-01,False,60.0,25.0,33.333333333333336,33.333333333333336,78.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2017-05-01,False,0.0,25.0,0.0,33.333333333333336,59.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2017-06-01,False,20.0,25.0,33.333333333333336,0.0,62.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2017-07-01,False,60.0,50.0,33.333333333333336,0.0,83.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2017-08-01,False,20.0,0.0,33.333333333333336,0.0,68.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2017-09-01,False,20.0,25.0,66.66666666666667,0.0,55.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2017-10-01,False,80.0,100.0,33.333333333333336,33.333333333333336,57.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2017-11-01,False,60.0,0.0,0.0,33.333333333333336,68.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2017-12-01,False,80.0,25.0,33.333333333333336,66.66666666666667,88.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2018-01-01,False,80.0,75.0,66.66666666666667,0.0,62.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2018-02-01,False,80.0,25.0,33.333333333333336,0.0,49.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2018-03-01,False,40.0,0.0,0.0,66.66666666666667,65.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2018-04-01,False,40.0,0.0,33.333333333333336,0.0,82.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2018-05-01,False,80.0,25.0,0.0,33.333333333333336,73.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2018-06-01,False,40.0,0.0,33.333333333333336,33.333333333333336,67.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2018-07-01,False,60.0,25.0,0.0,66.66666666666667,60.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2018-08-01,False,0.0,25.0,0.0,33.333333333333336,72.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2018-09-01,False,100.0,75.0,33.333333333333336,100.0,85.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2018-10-01,False,20.0,75.0,0.0,0.0,60.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2018-11-01,False,40.0,25.0,66.66666666666667,0.0,95.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2018-12-01,False,60.0,25.0,33.333333333333336,33.333333333333336,92.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2019-01-01,False,80.0,0.0,66.66666666666667,66.66666666666667,61.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2019-02-01,False,100.0,25.0,33.333333333333336,66.66666666666667,60.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2019-03-01,False,40.0,0.0,33.333333333333336,33.333333333333336,65.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2019-04-01,False,40.0,50.0,66.66666666666667,33.333333333333336,55.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2019-05-01,False,60.0,50.0,33.333333333333336,66.66666666666667,96.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2019-06-01,False,80.0,75.0,33.333333333333336,66.66666666666667,77.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2019-07-01,False,100.0,0.0,66.66666666666667,0.0,91.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2019-08-01,False,80.0,25.0,0.0,66.66666666666667,72.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2019-09-01,False,40.0,50.0,66.66666666666667,0.0,84.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2019-10-01,False,40.0,25.0,100.0,33.333333333333336,78.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2019-11-01,False,100.0,25.0,66.66666666666667,33.333333333333336,100.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2019-12-01,False,40.0,25.0,66.66666666666667,66.66666666666667,94.0,5.0,4.0,3.0,3.0,100.0
Bakersfield,2020-01-01,False,60.0,0.0,0.0,33.333333333333336,83.0,5.0,4.0,3.0,3.0,100.0
Salinas,2014-01-01,False,50.0,20.0,,,32.0,6.0,5.0,0.0,0.0,100.0
Salinas,2014-02-01,False,83.33333333333333,40.0,,,38.0,6.0,5.0,0.0,0.0,100.0
Salinas,2014-03-01,False,16.666666666666668,0.0,,,39.0,6.0,5.0,0.0,0.0,100.0
Salinas,2014-04-01,False,100.0,20.0,,,24.0,6.0,5.0,0.0,0.0,100.0
Salinas,2014-05-01,False,16.666666666666668,0.0,,,43.0,6.0,5.0,0.0,0.0,100.0
Salinas,2014-06-01,False,66.66666666666667,40.0,,,30.0,6.0,5.0,0.0,0.0,100.0
Salinas,2014-07-01,False,66.66666666666667,40.0,,,28.0,6.0,5.0,0.0,0.0,100.0
Salinas,2014-08-01,False,0.0,40.0,,,38.0,6.0,5.0,0.0,0.0,100.0
Salinas,2014-09-01,False,0.0,0.0,,,44.0,6.0,5.0,0.0,0.0,100.0
Salinas,2014-10-01,False,33.333333333333336,40.0,,,44.0,6.0,5.0,0.0,0.0,100.0
Salinas,2014-11-01,False,33.333333333333336,60.0,,,38.0,6.0,5.0,0.0,0.0,100.0
Salinas,2014-12-01,False,0.0,0.0,,,39.0,6.0,5.0,0.0,0.0,100.0
Salinas,2015-01-01,False,33.333333333333336,80.0,,,36.0,6.0,5.0,0.0,0.0,100.0
Salinas,2015-02-01,False,0.0,40.0,,,38.0,6.0,5.0,0.0,0.0,100.0
Salinas,2015-03-01,False,0.0,40.0,,,38.0,6.0,5.0,0.0,0.0,100.0
Salinas,2015-04-01,False,83.33333333333333,80.0,,,32.0,6.0,5.0,0.0,0.0,100.0
Salinas,2015-05-01,False,33.333333333333336,0.0,,,55.0,6.0,5.0,0.0,0.0,100.0
Salinas,2015-06-01,False,100.0,0.0,,,40.0,6.0,5.0,0.0,0.0,100.0
Salinas,2015-07-01,False,33.333333333333336,0.0,,,44.0,6.0,5.0,0.0,0.0,100.0
Salinas,2015-08-01,False,0.0,40.0,,,36.0,6.0,5.0,0.0,0.0,100.0
Salinas,2015-09-01,False,33.333333333333336,0.0,,,44.0,6.0,5.0,0.0,0.0,100.0
Salinas,2015-10-01,False,0.0,40.0,,,45.0,6.0,5.0,0.0,0.0,100.0
Salinas,2015-11-01,False,33.333333333333336,0.0,,,69.0,6.0,5.0,0.0,0.0,100.0
Salinas,2015-12-01,False,50.0,0.0,,,50.0,6.0,5.0,0.0,0.0,100.0
Salinas,2016-01-01,False,50.0,20.0,,,44.0,6.0,5.0,0.0,0.0,100.0
Salinas,2016-02-01,False,16.666666666666668,0.0,,,39.0,6.0,5.0,0.0,0.0,100.0
Salinas,2016-03-01,False,66.66666666666667,20.0,,,54.0,6.0,5.0,0.0,0.0,100.0
Salinas,2016-04-01,False,50.0,60.0,,,42.0,6.0,5.0,0.0,0.0,100.0
Salinas,2016-05-01,False,66.66666666666667,20.0,,,53.0,6.0,5.0,0.0,0.0,100.0
Salinas,2016-06-01,False,66.66666666666667,20.0,,,62.0,6.0,5.0,0.0,0.0,100.0
Salinas,2016-07-01,False,66.66666666666667,40.0,,,57.0,6.0,5.0,0.0,0.0,100.0
Salinas,2016-08-01,False,33.333333333333336,60.0,,,49.0,6.0,5.0,0.0,0.0,100.0
Salinas,2016-09-01,False,16.666666666666668,60.0,,,51.0,6.0,5.0,0.0,0.0,100.0
Salinas,2016-10-01,False,50.0,20.0,,,45.0,6.0,5.0,0.0,0.0,100.0
Salinas,2016-11-01,False,16.666666666666668,0.0,,,66.0,6.0,5.0,0.0,0.0,100.0
Salinas,2016-12-01,False,33.333333333333336,40.0,,,79.0,6.0,5.0,0.0,0.0,100.0
Salinas,2017-01-01,False,50.0,0.0,,,53.0,6.0,5.0,0.0,0.0,100.0
Salinas,2017-02-01,False,50.0,0.0,,,59.0,6.0,5.0,0.0,0.0,100.0
Salinas,2017-03-01,False,66.66666666666667,100.0,,,51.0,6.0,5.0,0.0,0.0,100.0
Salinas,2017-04-01,False,33.333333333333336,20.0,,,62.0,6.0,5.0,0.0,0.0,100.0
Salinas,2017-05-01,False,83.33333333333333,20.0,,,71.0,6.0,5.0,0.0,0.0,100.0
Salinas,2017-06-01,False,83.33333333333333,100.0,,,66.0,6.0,5.0,0.0,0.0,100.0
Salinas,2017-07-01,False,50.0,0.0,,,74.0,6.0,5.0,0.0,0.0,100.0
Salinas,2017-08-01,False,50.0,20.0,,,80.0,6.0,5.0,0.0,0.0,100.0
Salinas,2017-09-01,False,0.0,20.0,,,47.0,6.0,5.0,0.0,0.0,100.0
Salinas,2017-10-01,False,50.0,20.0,,,58.0,6.0,5.0,0.0,0.0,100.0
Salinas,2017-11-01,False,33.333333333333336,40.0,,,74.0,6.0,5.0,0.0,0.0,100.0
Salinas,2017-12-01,False,16.666666666666668,20.0,,,69.0,6.0,5.0,0.0,0.0,100.0
Salinas,2018-01-01,False,50.0,20.0,,,40.0,6.0,5.0,0.0,0.0,100.0
Salinas,2018-02-01,False,50.0,0.0,,,55.0,6.0,5.0,0.0,0.0,100.0
Salinas,2018-03-01,False,100.0,40.0,,,64.0,6.0,5.0,0.0,0.0,100.0
Salinas,2018-04-01,False,16.666666666666668,20.0,,,62.0,6.0,5.0,0.0,0.0,100.0
Salinas,2018-05-01,False,33.333333333333336,60.0,,,65.0,6.0,5.0,0.0,0.0,100.0
Salinas,2018-06-01,False,33.333333333333336,40.0,,,78.0,6.0,5.0,0.0,0.0,100.0
Salinas,2018-07-01,False,33.333333333333336,40.0,,,65.0,6.0,5.0,0.0,0.0,100.0
Salinas,2018-08-01,False,66.66666666666667,60.0,,,57.0,6.0,5.0,0.0,0.0,100.0
Salinas,2018-09-01,False,16.666666666666668,0.0,,,68.0,6.0,5.0,0.0,0.0,100.0
Salinas,2018-10-01,False,0.0,40.0,,,53.0,6.0,5.0,0.0,0.0,100.0
Salinas,2018-11-01,False,16.666666666666668,40.0,,,64.0,6.0,5.0,0.0,0.0,100.0
Salinas,2018-12-01,False,33.333333333333336,20.0,,,73.0,6.0,5.0,0.0,0.0,100.0
Salinas,2019-01-01,False,33.333333333333336,20.0,,,70.0,6.0,5.0,0.0,0.0,100.0
Salinas,2019-02-01,False,50.0,40.0,,,63.0,6.0,5.0,0.0,0.0,100.0
Salinas,2019-03-01,False,66.66666666666667,80.0,,,58.0,6.0,5.0,0.0,0.0,100.0
Salinas,2019-04-01,False,16.666666666666668,60.0,,,69.0,6.0,5.0,0.0,0.0,100.0
Salinas,2019-05-01,False,50.0,40.0,,,93.0,6.0,5.0,0.0,0.0,100.0
Salinas,2019-06-01,False,50.0,40.0,,,91.0,6.0,5.0,0.0,0.0,100.0
Salinas,2019-07-01,False,83.33333333333333,60.0,,,100.0,6.0,5.0,0.0,0.0,100.0
Salinas,2019-08-01,False,50.0,40.0,,,73.0,6.0,5.0,0.0,0.0,100.0
Salinas,2019-09-01,False,33.333333333333336,60.0,,,62.0,6.0,5.0,0.0,0.0,100.0
Salinas,2019-10-01,False,0.0,20.0,,,59.0,6.0,5.0,0.0,0.0,100.0
Salinas,2019-11-01,False,83.33333333333333,20.0,,,90.0,6.0,5.0,0.0,0.0,100.0
Salinas,2019-12-01,False,50.0,0.0,,,95.0,6.0,5.0,0.0,0.0,100.0
Salinas,2020-01-01,False,50.0,40.0,,,64.0,6.0,5.0,0.0,0.0,100.0
San Francisco-Oakland-Hayward,2014-01-01,False,50.0,0.0,0.0,0.0,62.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2014-02-01,False,33.333333333333336,50.0,0.0,0.0,65.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2014-03-01,False,66.66666666666667,50.0,0.0,0.0,64.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2014-04-01,False,50.0,50.0,0.0,100.0,63.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2014-05-01,False,50.0,50.0,0.0,0.0,75.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2014-06-01,False,66.66666666666667,50.0,100.0,0.0,65.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2014-07-01,False,66.66666666666667,100.0,0.0,0.0,64.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2014-08-01,False,50.0,50.0,0.0,0.0,58.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2014-09-01,False,50.0,100.0,100.0,0.0,59.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2014-10-01,False,50.0,50.0,0.0,0.0,58.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2014-11-01,False,33.333333333333336,50.0,100.0,0.0,76.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2014-12-01,False,50.0,50.0,0.0,0.0,76.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2015-01-01,False,50.0,0.0,100.0,100.0,58.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2015-02-01,False,66.66666666666667,50.0,0.0,100.0,57.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2015-03-01,False,66.66666666666667,50.0,0.0,100.0,61.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2015-04-01,False,66.66666666666667,50.0,0.0,100.0,60.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2015-05-01,False,50.0,50.0,100.0,100.0,68.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2015-06-01,False,66.66666666666667,50.0,0.0,100.0,66.0,6.0,2.0,1.0,1.0,100.0
San Francisco-Oakland-Hayward,2015-07-01,False,66.66666666666667,50.0,0.0,0.0,72.0,6.0,2.0,1.0,1.0,100.0
